reviewerID,asin,overall,reviewText,summary,sentiment,review_word_count,full_review,text_for_vader,text_for_textblob,text_for_swn,vader_pred,vader_compound,textblob_pred,textblob_polarity,swn_score,swn_pred
A3GP2HMB2AFOKF,B00CW0O1EW,5.0,Great product,Five Stars,Positive,2,Five Stars Great product,Five Stars Great product,five star great product,five stars great product,Positive,0.6249,Positive,0.8,0.3072916666666667,Positive
A23KSPVPHZF6EO,B008YDSH6E,5.0,Worked great thank you.,Five Stars,Positive,4,Five Stars Worked great thank you.,Five Stars Worked great thank you.,five star worked great thank you,five stars worked great thank you.,Positive,0.765,Positive,0.8,0.32581018518518523,Positive
AR3OHHHW01A8E,B0015UGPWQ,5.0,Easy install on dryer,Don't forget when to install the securing devices,Positive,4,Don't forget when to install the securing devices Easy install on dryer,Don't forget when to install the securing devices Easy install on dryer,dont forget when to install the securing device easy install on dryer,don't forget when to install the securing devices easy install on dryer,Positive,0.7065,Positive,0.43333333333333335,-0.028846153846153855,Neutral
A6FPI5CM4W5WB,B0053F80JA,5.0,Great,Great,Positive,1,Great Great,Great Great,great great,great great,Positive,0.8481,Positive,0.8,0.5833333333333334,Positive
A2O7BWHBIV1HWZ,B00DM8J11Q,5.0,Great!!,Five Stars,Positive,1,Five Stars Great!!,Five Stars Great!!,five star great,five stars great!!,Positive,0.6892,Positive,0.8,0.3072916666666667,Positive
A2LDP3A4IE9T6T,B0014CN8Y8,5.0,"We have 24 foot of solid dryer vent pipe ending in 3 right-angles before going through the floor into the flexible dryer-vent hose coming from the dryer.  I can't get behind the dryer without moving both the washer and dryer and they are HEAVY.  So being lazy I decided to clean the vent from the outside of the house inward.  I didn't use a vacuum cleaner or a blower or suction of any kind.  I did tighten each section of tubing with pliers and taped them.  I threaded all 24 foot of tubing with the brush on the end into the outside vent and then backed it out.  I got a good amount of lint clods out.  Then I turned on the dryer to blow everything out.  I got no air coming out at all.  My fear had come true, I had forced gobs of lint into the right-angles at the end of the run.  I still didn't want to move that washer and dryer so I figured I'd try one other thing, use the clodbuster attachment.  Now I'm really getting lazy so I tightened each tubing section by hand (no pliers) and didn't use tape.  I pushed all 24 foot of tubing into the vent until I hit some resistance and then turned the tubing by hand (too lazy to hook the drill up).  Then I pulled it all out and there wasn't any lint at all that came out. So now I'm resigned to having to move the washer and dryer, but before I do I figured I might as well turn the dryer on and see what happens.  Lots of lint clods blew out and kept coming out for about 20 seconds.  I've attached pictures of it.  I'm really happy with this product and if it worked for me with all the shortcuts I took it will probably work great for you.  As a point of reference we built this house five years ago and this is the first time I ever cleaned the vent.  A load of ten bath towels used to take 45 minutes to dry, lately it's been taking 3 to 4 hours, so I knew I couldn't put cleaning the pipe off any longer.",This really worked well even taking shortcuts,Positive,371,"This really worked well even taking shortcuts We have 24 foot of solid dryer vent pipe ending in 3 right-angles before going through the floor into the flexible dryer-vent hose coming from the dryer.  I can't get behind the dryer without moving both the washer and dryer and they are HEAVY.  So being lazy I decided to clean the vent from the outside of the house inward.  I didn't use a vacuum cleaner or a blower or suction of any kind.  I did tighten each section of tubing with pliers and taped them.  I threaded all 24 foot of tubing with the brush on the end into the outside vent and then backed it out.  I got a good amount of lint clods out.  Then I turned on the dryer to blow everything out.  I got no air coming out at all.  My fear had come true, I had forced gobs of lint into the right-angles at the end of the run.  I still didn't want to move that washer and dryer so I figured I'd try one other thing, use the clodbuster attachment.  Now I'm really getting lazy so I tightened each tubing section by hand (no pliers) and didn't use tape.  I pushed all 24 foot of tubing into the vent until I hit some resistance and then turned the tubing by hand (too lazy to hook the drill up).  Then I pulled it all out and there wasn't any lint at all that came out. So now I'm resigned to having to move the washer and dryer, but before I do I figured I might as well turn the dryer on and see what happens.  Lots of lint clods blew out and kept coming out for about 20 seconds.  I've attached pictures of it.  I'm really happy with this product and if it worked for me with all the shortcuts I took it will probably work great for you.  As a point of reference we built this house five years ago and this is the first time I ever cleaned the vent.  A load of ten bath towels used to take 45 minutes to dry, lately it's been taking 3 to 4 hours, so I knew I couldn't put cleaning the pipe off any longer.","This really worked well even taking shortcuts We have 24 foot of solid dryer vent pipe ending in 3 right-angles before going through the floor into the flexible dryer-vent hose coming from the dryer.  I can't get behind the dryer without moving both the washer and dryer and they are HEAVY.  So being lazy I decided to clean the vent from the outside of the house inward.  I didn't use a vacuum cleaner or a blower or suction of any kind.  I did tighten each section of tubing with pliers and taped them.  I threaded all 24 foot of tubing with the brush on the end into the outside vent and then backed it out.  I got a good amount of lint clods out.  Then I turned on the dryer to blow everything out.  I got no air coming out at all.  My fear had come true, I had forced gobs of lint into the right-angles at the end of the run.  I still didn't want to move that washer and dryer so I figured I'd try one other thing, use the clodbuster attachment.  Now I'm really getting lazy so I tightened each tubing section by hand (no pliers) and didn't use tape.  I pushed all 24 foot of tubing into the vent until I hit some resistance and then turned the tubing by hand (too lazy to hook the drill up).  Then I pulled it all out and there wasn't any lint at all that came out. So now I'm resigned to having to move the washer and dryer, but before I do I figured I might as well turn the dryer on and see what happens.  Lots of lint clods blew out and kept coming out for about 20 seconds.  I've attached pictures of it.  I'm really happy with this product and if it worked for me with all the shortcuts I took it will probably work great for you.  As a point of reference we built this house five years ago and this is the first time I ever cleaned the vent.  A load of ten bath towels used to take 45 minutes to dry, lately it's been taking 3 to 4 hours, so I knew I couldn't put cleaning the pipe off any longer.",this really worked well even taking shortcut we have foot of solid dryer vent pipe ending in rightangles before going through the floor into the flexible dryervent hose coming from the dryer cant get behind the dryer without moving both the washer and dryer and they are heavy so being lazy decided to clean the vent from the outside of the house inward didnt use vacuum cleaner or blower or suction of any kind did tighten each section of tubing with plier and taped them threaded all foot of tubing with the brush on the end into the outside vent and then backed it out got good amount of lint clod out then turned on the dryer to blow everything out got no air coming out at all my fear had come true had forced gob of lint into the rightangles at the end of the run still didnt want to move that washer and dryer so figured id try one other thing use the clodbuster attachment now im really getting lazy so tightened each tubing section by hand no plier and didnt use tape pushed all foot of tubing into the vent until hit some resistance and then turned the tubing by hand too lazy to hook the drill up then pulled it all out and there wasnt any lint at all that came out so now im resigned to having to move the washer and dryer but before do figured might a well turn the dryer on and see what happens lot of lint clod blew out and kept coming out for about second ive attached picture of it im really happy with this product and if it worked for me with all the shortcut took it will probably work great for you a point of reference we built this house five year ago and this is the first time ever cleaned the vent load of ten bath towel used to take minute to dry lately it been taking to hour so knew couldnt put cleaning the pipe off any longer,"this really worked well even taking shortcuts we have 24 foot of solid dryer vent pipe ending in 3 right-angles before going through the floor into the flexible dryer-vent hose coming from the dryer.  i can't get behind the dryer without moving both the washer and dryer and they are heavy.  so being lazy i decided to clean the vent from the outside of the house inward.  i didn't use a vacuum cleaner or a blower or suction of any kind.  i did tighten each section of tubing with pliers and taped them.  i threaded all 24 foot of tubing with the brush on the end into the outside vent and then backed it out.  i got a good amount of lint clods out.  then i turned on the dryer to blow everything out.  i got no air coming out at all.  my fear had come true, i had forced gobs of lint into the right-angles at the end of the run.  i still didn't want to move that washer and dryer so i figured i'd try one other thing, use the clodbuster attachment.  now i'm really getting lazy so i tightened each tubing section by hand (no pliers) and didn't use tape.  i pushed all 24 foot of tubing into the vent until i hit some resistance and then turned the tubing by hand (too lazy to hook the drill up).  then i pulled it all out and there wasn't any lint at all that came out. so now i'm resigned to having to move the washer and dryer, but before i do i figured i might as well turn the dryer on and see what happens.  lots of lint clods blew out and kept coming out for about 20 seconds.  i've attached pictures of it.  i'm really happy with this product and if it worked for me with all the shortcuts i took it will probably work great for you.  as a point of reference we built this house five years ago and this is the first time i ever cleaned the vent.  a load of ten bath towels used to take 45 minutes to dry, lately it's been taking 3 to 4 hours, so i knew i couldn't put cleaning the pipe off any longer.",Positive,0.9535,Neutral,0.08819444444444446,2.0655022338414373,Positive
A3GP2HMB2AFOKF,B0053F80JA,5.0,Great product,Five Stars,Positive,2,Five Stars Great product,Five Stars Great product,five star great product,five stars great product,Positive,0.6249,Positive,0.8,0.3072916666666667,Positive
A2HDUVKXR5CM7H,B004XLDHSE,5.0,"works great instructions made job very simply just need the right tools, purchase kit, not just dog ears well worth the couple of extra pennies",worth the money,Positive,25,"worth the money works great instructions made job very simply just need the right tools, purchase kit, not just dog ears well worth the couple of extra pennies","worth the money works great instructions made job very simply just need the right tools, purchase kit, not just dog ears well worth the couple of extra pennies",worth the money work great instruction made job very simply just need the right tool purchase kit not just dog ear well worth the couple of extra penny,"worth the money works great instructions made job very simply just need the right tools, purchase kit, not just dog ears well worth the couple of extra pennies",Positive,0.8402,Positive,0.28095238095238095,0.48043368073725234,Positive
A1LN48DHHCKLR3,B000XXYUSM,5.0,received ok,Five Stars,Positive,2,Five Stars received ok,Five Stars received ok,five star received ok,five stars received ok,Positive,0.296,Positive,0.5,0.47716346153846156,Positive
A2O7BWHBIV1HWZ,B00570RQ0A,5.0,worked great!!,Five Stars,Positive,2,Five Stars worked great!!,Five Stars worked great!!,five star worked great,five stars worked great!!,Positive,0.6892,Positive,0.8,0.32581018518518523,Positive
A11SCLK8GDDN3C,B004XLDDNI,5.0,"All was fine, product was as advertised.",Five Stars,Positive,7,"Five Stars All was fine, product was as advertised.","Five Stars All was fine, product was as advertised.",five star all wa fine product wa a advertised,"five stars all was fine, product was as advertised.",Positive,0.2023,Positive,0.4166666666666667,0.32652243589743596,Positive
A2O7BWHBIV1HWZ,B004XLDHSE,5.0,Worked great!!,Five Stars,Positive,2,Five Stars Worked great!!,Five Stars Worked great!!,five star worked great,five stars worked great!!,Positive,0.6892,Positive,0.8,0.32581018518518523,Positive
A8R48NKTGCJDQ,B00009W3PA,5.0,Fit my new LG dryer perfectly.,Five Stars,Positive,6,Five Stars Fit my new LG dryer perfectly.,Five Stars Fit my new LG dryer perfectly.,five star fit my new lg dryer perfectly,five stars fit my new lg dryer perfectly.,Positive,0.7717,Positive,0.5121212121212121,0.5939078282828283,Positive
AMY6O4Z9HINO0,B0006GVNOA,5.0,"The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.",Excellent choice for cleaning out dryer vent line. Worth every penny!,Positive,266,"Excellent choice for cleaning out dryer vent line. Worth every penny! The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.","Excellent choice for cleaning out dryer vent line. Worth every penny! The lint eater is amazing! We recently bought a house that was built in 2001 and previously owned by an older lady, so I assumed the dryer vent had never been cleaned. Before setting up the dryer, I wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. Well, I'm glad I did! The exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that I got out were shocking! It seemed like every time I ran the LintEater through line, it dislodged another fist-sized wad of stuff. When I first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. The wads were so huge that they kept stopping up my shop vac hose and I had to keep going inside to clean it out. After all was said and done, my vent line is free-flowing and working as good as new. Glad I spent the money on this product!

Helpful tip - when I started, I just jammed all of the rods together and tried to work it into the vent line. It's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. Start with one, and when that one gets most of the way into the vent line, add another. Repeat as necessary and you'll have a MUCH easier time.",excellent choice for cleaning out dryer vent line worth every penny the lint eater is amazing we recently bought house that wa built in and previously owned by an older lady so assumed the dryer vent had never been cleaned before setting up the dryer wanted to give the vent line thorough cleaning for safety sake and to help the dryer run a efficiently a possible well im glad did the exterior cover on the vent had been gone for some time and the amount of leaf and pine needle plus lint wad that got out were shocking it seemed like every time ran the linteater through line it dislodged another fistsized wad of stuff when first hooked up the shop vac inside the house and went out to the vent exit there wa almost zero air getting sucked in the wad were so huge that they kept stopping up my shop vac hose and had to keep going inside to clean it out after all wa said and done my vent line is freeflowing and working a good a new glad spent the money on this product helpful tip when started just jammed all of the rod together and tried to work it into the vent line it way too unwieldy this way and every time you hit the power on the drill the rod get kinked and knotted up because theyre so flexible start with one and when that one get most of the way into the vent line add another repeat a necessary and youll have much easier time,"excellent choice for cleaning out dryer vent line. worth every penny! the lint eater is amazing! we recently bought a house that was built in 2001 and previously owned by an older lady, so i assumed the dryer vent had never been cleaned. before setting up the dryer, i wanted to give the vent line a thorough cleaning for safety's sake and to help the dryer run as efficiently as possible. well, i'm glad i did! the exterior cover on the vent had been gone for some time, and the amount of leaves and pine needles plus lint wads that i got out were shocking! it seemed like every time i ran the linteater through line, it dislodged another fist-sized wad of stuff. when i first hooked up the shop vac inside the house, and went out to the vent exit, there was almost zero air getting sucked in. the wads were so huge that they kept stopping up my shop vac hose and i had to keep going inside to clean it out. after all was said and done, my vent line is free-flowing and working as good as new. glad i spent the money on this product!

helpful tip - when i started, i just jammed all of the rods together and tried to work it into the vent line. it's way too unwieldy this way, and every time you hit the power on the drill, the rods get kinked and knotted up because they're so flexible. start with one, and when that one gets most of the way into the vent line, add another. repeat as necessary and you'll have a much easier time.",Positive,0.9872,Positive,0.21265151515151515,5.084375607060757,Positive
A3B1B4E184FSUZ,B000VL060M,5.0,A+,Five Stars,Positive,1,Five Stars A+,Five Stars A+,five star,five stars a+,Neutral,0.0,Neutral,0.0,0.015625,Neutral
A1LN48DHHCKLR3,B0053F7TQA,5.0,received ok,Five Stars,Positive,2,Five Stars received ok,Five Stars received ok,five star received ok,five stars received ok,Positive,0.296,Positive,0.5,0.47716346153846156,Positive
A329823SXZ8IBE,B00AHR3IG4,5.0,Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome,Positive,12,Awesome Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome Fit perfectly in my fridge.  No leaks and the water tastes great.,awesome fit perfectly in my fridge no leak and the water taste great,awesome fit perfectly in my fridge.  no leaks and the water tastes great.,Positive,0.9287,Positive,0.8,1.38125,Positive
A1EUO0BU72JR7T,B0042U16YI,5.0,"I bought this by matching up the pictures, not the model number, and guess what?  It doesn't fit.  My bad.  I waited over thirty days before trying it so I ran past the window of being able to return it.  Make sure you are replacing with a model that is compatible with your fridge.  The unit I got looks workable and probably would be fine for the right replacement, so I can't fault them for the quality (or anything else, really).","Great if it fits your fridge, I guess...",Positive,81,"Great if it fits your fridge, I guess... I bought this by matching up the pictures, not the model number, and guess what?  It doesn't fit.  My bad.  I waited over thirty days before trying it so I ran past the window of being able to return it.  Make sure you are replacing with a model that is compatible with your fridge.  The unit I got looks workable and probably would be fine for the right replacement, so I can't fault them for the quality (or anything else, really).","Great if it fits your fridge, I guess... I bought this by matching up the pictures, not the model number, and guess what?  It doesn't fit.  My bad.  I waited over thirty days before trying it so I ran past the window of being able to return it.  Make sure you are replacing with a model that is compatible with your fridge.  The unit I got looks workable and probably would be fine for the right replacement, so I can't fault them for the quality (or anything else, really).",great if it fit your fridge guess bought this by matching up the picture not the model number and guess what it doesnt fit my bad waited over thirty day before trying it so ran past the window of being able to return it make sure you are replacing with model that is compatible with your fridge the unit got look workable and probably would be fine for the right replacement so cant fault them for the quality or anything else really,"great if it fits your fridge, i guess... i bought this by matching up the pictures, not the model number, and guess what?  it doesn't fit.  my bad.  i waited over thirty days before trying it so i ran past the window of being able to return it.  make sure you are replacing with a model that is compatible with your fridge.  the unit i got looks workable and probably would be fine for the right replacement, so i can't fault them for the quality (or anything else, really).",Positive,0.8818,Positive,0.25523809523809526,0.3418213469892477,Positive
A26Y776G7VVBCQ,B00570RQ0A,5.0,"Fixed my washer and fit perfect. Just like, well actually seemed like it designed better than the original. We'll see if it lasts 9 years like the original did.",Just like the original,Positive,29,"Just like the original Fixed my washer and fit perfect. Just like, well actually seemed like it designed better than the original. We'll see if it lasts 9 years like the original did.","Just like the original Fixed my washer and fit perfect. Just like, well actually seemed like it designed better than the original. We'll see if it lasts 9 years like the original did.",just like the original fixed my washer and fit perfect just like well actually seemed like it designed better than the original well see if it last year like the original did,"just like the original fixed my washer and fit perfect. just like, well actually seemed like it designed better than the original. we'll see if it lasts 9 years like the original did.",Positive,0.9753,Positive,0.3472222222222222,0.8157419413919413,Positive
A25C30G90PKSQA,B0014CN8Y8,3.0,"first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",good kit with some caveats,Neutral,242,"good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!","good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",good kit with some caveat first thing first it work the kit is great in what it consists of and the price is just right think to call someone to clean my dryer vent got quoted from all the way up to buck so if you were able to do it yourself you will need to invest bit more in construction vacuum that cost about buck and start the saving basically from the second time you do it so whats with the my brush broke inside my vent while wa pulling it out and yes wa using drill all the piece came out except the round brush had to climb to my attic and push it from the other side to come out what wa supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic disassembling the hvac pipe so that can get in there and push down on the brush another minus for this kit is that while it is fairly bendy it will not go very smoothly through your flexible insulated pipe and most likely push the pipe out from it connector with all that said if your vent duct doesnt have to many bend and you want to take the risk maybe had defective kit that the brush broke you might save lot of money doing it yourself,"good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the hvac pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",Positive,0.9056,Positive,0.2722297808012094,1.2104020223759686,Positive
AFUVGAUNQVT0S,B004XLDE5A,5.0,"Common failure part in these dryers, but with the great price on these replacements I still have margin to make money and repair the right time the first time!",but with the great price on these replacements I still have margin to ...,Positive,29,"but with the great price on these replacements I still have margin to ... Common failure part in these dryers, but with the great price on these replacements I still have margin to make money and repair the right time the first time!","but with the great price on these replacements I still have margin to ... Common failure part in these dryers, but with the great price on these replacements I still have margin to make money and repair the right time the first time!",but with the great price on these replacement still have margin to common failure part in these dryer but with the great price on these replacement still have margin to make money and repair the right time the first time,"but with the great price on these replacements i still have margin to ... common failure part in these dryers, but with the great price on these replacements i still have margin to make money and repair the right time the first time!",Positive,0.8459,Positive,0.25317460317460316,0.6098193698532045,Positive
AJPRN1TD1A0SD,B001DHLGOS,2.0,cheap,Two Stars,Negative,1,Two Stars cheap,Two Stars cheap,two star cheap,two stars cheap,Neutral,0.0,Positive,0.4,0.015625,Neutral
A1H2V1GNEY4LZ0,B000XXWOGW,3.0,The connect did not match up where I had to modidify it to work.,Good delivery for the price.,Neutral,14,Good delivery for the price. The connect did not match up where I had to modidify it to work.,Good delivery for the price. The connect did not match up where I had to modidify it to work.,good delivery for the price the connect did not match up where had to modidify it to work,good delivery for the price. the connect did not match up where i had to modidify it to work.,Positive,0.4404,Positive,0.7,0.06630143735406893,Positive
A2O7BWHBIV1HWZ,B008YDSH6E,5.0,Worked great!! I just wonder how long they last. Guess I'll find out. This product is very easy to install!!,Worked great!! I just wonder how long they last,Positive,20,Worked great!! I just wonder how long they last Worked great!! I just wonder how long they last. Guess I'll find out. This product is very easy to install!!,Worked great!! I just wonder how long they last Worked great!! I just wonder how long they last. Guess I'll find out. This product is very easy to install!!,worked great just wonder how long they last worked great just wonder how long they last guess ill find out this product is very easy to install,worked great!! i just wonder how long they last worked great!! i just wonder how long they last. guess i'll find out. this product is very easy to install!!,Positive,0.9268,Positive,0.19541666666666668,0.9780760327635327,Positive
A13391AZAFJ67K,B00P9C66PM,5.0,good,Five Stars,Positive,1,Five Stars good,Five Stars good,five star good,five stars good,Positive,0.4404,Positive,0.7,0.6287202380952381,Positive
